id,release_date,movie,production_budget,domestic_gross,worldwide_gross
1,18-Dec-09,Avatar,425000000.00 ,760507625.00,2776345279.00
2,20-May-11,Pirates of the Caribbean: On Stranger Tides,410600000.00 ,241063875.00,1045663875.00
3,7-Jun-19,Dark Phoenix,350000000.00 ,42762350.00,149762350.00
4,1-May-15,Avengers: Age of Ultron,330600000.00 ,459005868.00,1403013963.00
5,15-Dec-17,Star Wars Ep. VIII: The Last Jedi,317000000.00 ,620181382.00,1316721747.00
6,18-Dec-15,Star Wars Ep. VII: The Force Awakens,306000000.00 ,936662225.00,2053311220.00
7,27-Apr-18,Avengers: Infinity War,300000000.00 ,678815482.00,2048134200.00
8,24-May-07,Pirates of the Caribbean: At Worldâs End,300000000.00 ,309420425.00,963420425.00
9,17-Nov-17,Justice League,300000000.00 ,229024295.00,655945209.00
10,6-Nov-15,Spectre,300000000.00 ,200074175.00,879620923.00
11,20-Jul-12,The Dark Knight Rises,275000000.00 ,448139099.00,1084439099.00
12,25-May-18,Solo: A Star Wars Story,275000000.00 ,213767512.00,393151347.00
13,2-Jul-13,The Lone Ranger,275000000.00 ,89302115.00,260002115.00
14,9-Mar-12,John Carter,275000000.00 ,73058679.00,282778100.00
15,24-Nov-10,Tangled,260000000.00 ,200821936.00,586477240.00
16,4-May-07,Spider-Man 3,258000000.00 ,336530303.00,894860230.00
17,6-May-16,Captain America: Civil War,250000000.00 ,408084349.00,1140069413.00
18,25-Mar-16,Batman v Superman: Dawn of Justice,250000000.00 ,330360194.00,867500281.00
19,14-Dec-12,The Hobbit: An Unexpected Journey,250000000.00 ,303003568.00,1017003568.00
20,15-Jul-09,Harry Potter and the Half-Blood Prince,250000000.00 ,302089278.00,935213767.00
21,13-Dec-13,The Hobbit: The Desolation of Smaug,250000000.00 ,258366855.00,960366855.00
22,17-Dec-14,The Hobbit: The Battle of the Five Armies,250000000.00 ,255119788.00,945577621.00
23,14-Apr-17,The Fate of the Furious,250000000.00 ,225764765.00,1234846267.00
24,28-Jun-06,Superman Returns,232000000.00 ,200120000.00,374085065.00
25,26-May-17,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.00 ,172558876.00,788241137.00
26,14-Nov-08,Quantum of Solace,230000000.00 ,169368427.00,591692078.00
27,4-May-12,The Avengers,225000000.00 ,623279547.00,1517935897.00
28,7-Jul-06,Pirates of the Caribbean: Dead Manâs Chest,225000000.00 ,423315812.00,1066215812.00
29,14-Jun-13,Man of Steel,225000000.00 ,291045518.00,667999518.00
30,16-May-08,The Chronicles of Narnia: Prince Caspian,225000000.00 ,141621490.00,417341288.00
31,3-Jul-12,The Amazing Spider-Man,220000000.00 ,262030663.00,757890267.00
32,18-May-12,Battleship,220000000.00 ,65233400.00,313477717.00
33,21-Jun-17,Transformers: The Last Knight,217000000.00 ,130168683.00,602893340.00
34,12-Jun-15,Jurassic World,215000000.00 ,652270625.00,1648854864.00
35,25-May-12,Men in Black 3,215000000.00 ,179020854.00,654213485.00
36,24-Jun-09,Transformers: Revenge of the Fallen,210000000.00 ,402111870.00,836519699.00
37,27-Jun-14,Transformers: Age of Extinction,210000000.00 ,245439076.00,1104039076.00
38,26-May-06,X-Men: The Last Stand,210000000.00 ,234362462.00,459260946.00
39,14-May-10,Robin Hood,210000000.00 ,105487148.00,322459006.00
40,14-Dec-05,King Kong,207000000.00 ,218080025.00,550517357.00
41,7-Dec-07,The Golden Compass,205000000.00 ,70107728.00,367262558.00
42,16-Feb-18,Black Panther,200000000.00 ,700059566.00,1348258224.00
43,19-Dec-97,Titanic,200000000.00 ,659363944.00,2208208395.00
44,15-Jun-18,Incredibles 2,200000000.00 ,608581744.00,1242520711.00
45,16-Dec-16,Rogue One: A Star Wars Story,200000000.00 ,532177324.00,1049102856.00
46,17-Jun-16,Finding Dory,200000000.00 ,486295561.00,1021215193.00
47,18-Jun-10,Toy Story 3,200000000.00 ,415004880.00,1068879522.00
48,3-May-13,Iron Man 3,200000000.00 ,408992272.00,1215392272.00
49,5-May-17,Guardians of the Galaxy Vol 2,200000000.00 ,389813101.00,862316233.00
50,30-Jun-04,Spider-Man 2,200000000.00 ,373524485.00,795110670.00
51,5-Mar-10,Alice in Wonderland,200000000.00 ,334191110.00,1025491110.00
52,8-Nov-12,Skyfall,200000000.00 ,304360277.00,1110526981.00
53,21-Jun-13,Monsters University,200000000.00 ,268488329.00,743588329.00
54,8-Mar-13,Oz the Great and Powerful,200000000.00 ,234770996.00,490359051.00
55,23-May-14,X-Men: Days of Future Past,200000000.00 ,233921534.00,747862775.00
56,2-May-14,The Amazing Spider-Man 2,200000000.00 ,202853933.00,708996336.00
57,24-Jun-11,Cars 2,200000000.00 ,191450875.00,560155383.00
58,17-Dec-10,Tron: Legacy,200000000.00 ,172062763.00,400062763.00
59,13-Nov-09,2012,200000000.00 ,166112167.00,757677748.00
60,16-Nov-18,Fantastic Beasts: The Crimes of Grindelwald,200000000.00 ,159555901.00,652220086.00
61,21-May-09,Terminator Salvation,200000000.00 ,125322469.00,365491792.00
62,17-Jun-11,Green Lantern,200000000.00 ,116601172.00,219535492.00
63,28-May-10,Prince of Persia: Sands of Time,200000000.00 ,90759676.00,336359676.00
64,29-Jun-11,Transformers: Dark of the Moon,195000000.00 ,352390543.00,1123790543.00
65,9-Jun-17,The Mummy,195000000.00 ,80101125.00,409953905.00
66,1-Mar-13,Jack the Giant Slayer,195000000.00 ,65187603.00,197687603.00
67,3-Apr-15,Furious 7,190000000.00 ,353007020.00,1518722794.00
68,16-May-13,Star Trek Into Darkness,190000000.00 ,228778661.00,467381584.00
69,21-Jun-13,World War Z,190000000.00 ,202359711.00,531514650.00
70,10-May-13,The Great Gatsby,190000000.00 ,144840419.00,351040419.00
71,6-Nov-09,Disneyâs A Christmas Carol,190000000.00 ,137855863.00,315709697.00
72,12-Jul-13,Pacific Rim,190000000.00 ,101802906.00,411002906.00
73,25-Nov-15,The Good Dinosaur,187500000.00 ,123087120.00,333771037.00
74,2-May-08,Iron Man,186000000.00 ,318604126.00,585171547.00
75,18-Jul-08,The Dark Knight,185000000.00 ,533720947.00,1001996207.00
76,22-May-08,Indiana Jones and the Kingdom of the Crystal Skull,185000000.00 ,317101119.00,786635413.00
77,22-Jun-12,Brave,185000000.00 ,237282182.00,554606532.00
78,10-Mar-17,Kong: Skull Island,185000000.00 ,168052812.00,561072059.00
79,22-Jul-16,Star Trek Beyond,185000000.00 ,158848340.00,335802233.00
80,6-Oct-17,Blade Runner 2049,185000000.00 ,92054159.00,259357408.00
81,24-May-19,Aladdin,182000000.00 ,246734314.00,619234314.00
82,3-Nov-17,Thor: Ragnarok,180000000.00 ,315058289.00,846980024.00
83,9-Dec-05,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.00 ,291710957.00,720539572.00
84,30-May-14,Maleficent,180000000.00 ,241407328.00,758536735.00
85,18-Nov-16,Fantastic Beasts and Where to Find Them,180000000.00 ,234037575.00,802402853.00
86,27-Jun-08,WALL-E,180000000.00 ,223808164.00,532508025.00
87,10-Aug-07,Rush Hour 3,180000000.00 ,140125968.00,256585882.00
88,1-Jul-16,The Legend of Tarzan,180000000.00 ,126643061.00,348902025.00
89,23-Nov-11,Hugo,180000000.00 ,73864507.00,180047784.00
90,21-Jul-17,Valerian and the City of a Thousand Planets,180000000.00 ,40479370.00,215098356.00
91,6-Feb-15,Jupiter Ascending,179000000.00 ,47482519.00,181982519.00
92,27-Jul-18,Mission: ImpossibleâFallout,178000000.00 ,220159104.00,787456552.00
93,27-May-16,X-Men: Apocalypse,178000000.00 ,155442489.00,542537546.00
94,10-Aug-18,The Meg,178000000.00 ,145443742.00,529530715.00
95,6-Jun-14,Edge of Tomorrow,178000000.00 ,100206256.00,370541256.00
96,8-Mar-19,Captain Marvel,175000000.00 ,426525952.00,1123061550.00
97,15-Apr-16,The Jungle Book,175000000.00 ,364001123.00,962854547.00
98,19-Jun-15,Inside Out,175000000.00 ,356461711.00,854235992.00
99,7-Jul-17,Spider-Man: Homecoming,175000000.00 ,334201140.00,880166350.00
100,5-Aug-16,Suicide Squad,175000000.00 ,325100054.00,746059887.00
1,29-May-09,Up,175000000.00 ,293004164.00,731463377.00
2,22-Nov-17,Coco,175000000.00 ,209726015.00,798008101.00
3,21-Nov-18,Ralph Breaks The Internet,175000000.00 ,201091711.00,524283695.00
4,27-Mar-09,Monsters vs. Aliens,175000000.00 ,198351526.00,381687380.00
5,16-Jun-17,Cars 3,175000000.00 ,152901115.00,383541369.00
6,7-Aug-09,G.I. Joe: The Rise of Cobra,175000000.00 ,150201498.00,302469017.00
7,30-Jun-99,Wild Wild West,175000000.00 ,113805681.00,221229335.00
8,1-Aug-08,The Mummy: Tomb of the Dragon Emperor,175000000.00 ,102491776.00,405760225.00
9,22-Jun-07,Evan Almighty,175000000.00 ,100289690.00,174131329.00
10,28-Jul-95,Waterworld,175000000.00 ,88246220.00,264246220.00
11,12-May-17,King Arthur: Legend of the Sword,175000000.00 ,39175066.00,139630336.00
12,25-Dec-13,47 Ronin,175000000.00 ,38362475.00,151716815.00
13,22-Jun-18,Jurassic World: Fallen Kingdom,170000000.00 ,417719760.00,1305772799.00
14,1-Aug-14,Guardians of the Galaxy,170000000.00 ,333172112.00,770867516.00
15,7-May-10,Iron Man 2,170000000.00 ,312433331.00,621156389.00
16,4-Apr-14,Captain America: The Winter Soldier,170000000.00 ,259746958.00,714401889.00
17,11-Jul-14,Dawn of the Planet of the Apes,170000000.00 ,208545589.00,710644566.00
18,10-Nov-04,The Polar Express,170000000.00 ,187224605.00,311365187.00
19,1-Jun-12,Snow White and the Huntsman,170000000.00 ,155136755.00,401021746.00
20,1-Jul-03,Terminator 3: Rise of the Machines,170000000.00 ,150358296.00,433058296.00
21,7-May-04,Van Helsing,170000000.00 ,120150546.00,300150546.00
22,29-Mar-19,Dumbo,170000000.00 ,113883318.00,345004422.00
23,22-May-15,Tomorrowland,170000000.00 ,93436322.00,206627518.00
24,14-Feb-19,Alita: Battle Angel,170000000.00 ,85710210.00,402976036.00
25,31-May-19,Godzilla: King of the Monsters,170000000.00 ,85576941.00,299276941.00
26,27-May-16,Alice Through the Looking Glass,170000000.00 ,77042381.00,276928112.00
27,21-May-10,Shrek Forever After,165000000.00 ,238736787.00,756244673.00
28,4-Nov-16,Doctor Strange,165000000.00 ,232641920.00,676404566.00
29,7-Nov-14,Big Hero 6,165000000.00 ,222527828.00,652127828.00
30,26-Mar-10,How to Train Your Dragon,165000000.00 ,217581232.00,494870992.00
31,2-Nov-12,Wreck-It Ralph,165000000.00 ,189412677.00,496511521.00
32,5-Nov-14,Interstellar,165000000.00 ,188017894.00,666379375.00
33,24-Jun-16,Independence Day: Resurgence,165000000.00 ,103144286.00,384169424.00
34,29-Jul-11,Cowboys and Aliens,163000000.00 ,100368560.00,176038324.00
35,17-Mar-17,Beauty and the Beast,160000000.00 ,504014165.00,1259199706.00
36,21-Dec-18,Aquaman,160000000.00 ,335061807.00,1146894640.00
37,17-May-07,Shrek the Third,160000000.00 ,322719944.00,807330936.00
38,16-Jul-10,Inception,160000000.00 ,292576195.00,835524642.00
39,20-Nov-15,The Hunger Games: Mockingjay - Part 2,160000000.00 ,281723902.00,648986787.00
40,24-May-13,Fast and Furious 6,160000000.00 ,238679850.00,789300444.00
41,16-May-14,Godzilla,160000000.00 ,200676069.00,529076069.00
42,3-Jun-11,X-Men: First Class,160000000.00 ,146408305.00,355408305.00
43,25-Dec-08,The Curious Case of Benjamin Button,160000000.00 ,127509326.00,329631958.00
44,14-Jul-10,The Sorcerer's Apprentice,160000000.00 ,63150991.00,217986320.00
45,12-May-06,Poseidon,160000000.00 ,60674817.00,181674817.00
46,10-Jun-16,Warcraft,160000000.00 ,47225655.00,425522281.00
47,30-Sep-16,Deepwater Horizon,156000000.00 ,61433527.00,122603824.00
48,10-Dec-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.00 ,104386950.00,418186950.00
49,1-Jul-15,Terminator: Genisys,155000000.00 ,89760956.00,432150894.00
50,23-Mar-18,Pacific Rim: Uprising,155000000.00 ,59874525.00,290930148.00
51,24-Nov-04,Alexander,155000000.00 ,34297191.00,167297191.00
52,14-Jul-17,War for the Planet of the Apes,152000000.00 ,146880162.00,489592267.00
53,25-May-01,Pearl Harbor,151500000.00 ,198539855.00,449239855.00
54,2-Jul-07,Transformers,151000000.00 ,319246193.00,708272592.00
55,2-Jun-17,Wonder Woman,150000000.00 ,412563408.00,821133378.00
56,22-Nov-13,Frozen,150000000.00 ,400738009.00,1272469910.00
57,4-Mar-16,Zootopia,150000000.00 ,341268248.00,1019429616.00
58,11-Jul-07,Harry Potter and the Order of the Phoenix,150000000.00 ,292137260.00,943076457.00
59,18-Nov-05,Harry Potter and the Goblet of Fire,150000000.00 ,290201752.00,897099794.00
60,15-May-03,The Matrix Reloaded,150000000.00 ,281553689.00,738576929.00
61,14-Dec-07,I am Legend,150000000.00 ,256393010.00,585532684.00
62,23-Nov-16,Moana,150000000.00 ,248757044.00,637517365.00
63,1-Jul-08,Hancock,150000000.00 ,227946274.00,624234272.00
64,15-Jul-05,Charlie and the Chocolate Factory,150000000.00 ,206459076.00,475825484.00
65,29-Jun-07,Ratatouille,150000000.00 ,206445654.00,626549695.00
66,8-Nov-13,Thor: The Dark World,150000000.00 ,206362140.00,644602516.00
67,15-Jun-05,Batman Begins,150000000.00 ,205343774.00,359142722.00
68,31-Jul-15,Mission: ImpossibleâRogue Nation,150000000.00 ,195042377.00,688858992.00
69,21-Jul-17,Dunkirk,150000000.00 ,190068280.00,499837368.00
70,6-May-11,Thor,150000000.00 ,181030624.00,449326618.00
71,7-Nov-08,Madagascar: Escape 2 Africa,150000000.00 ,180174880.00,599680774.00
72,1-May-09,X-Men Origins: Wolverine,150000000.00 ,179883157.00,374825760.00
73,22-May-09,Night at the Museum: Battle of the Smithsonian,150000000.00 ,177243721.00,402231063.00
74,26-May-11,Kung Fu Panda 2,150000000.00 ,165249063.00,664837547.00
75,15-May-15,Mad Max: Fury Road,150000000.00 ,153636354.00,370098020.00
76,10-May-19,PokÃ©mon: Detective Pikachu,150000000.00 ,139507806.00,411258433.00
77,5-Nov-03,The Matrix Revolutions,150000000.00 ,139270910.00,427300260.00
78,29-Mar-18,Ready Player One,150000000.00 ,137690172.00,579290136.00
79,4-Nov-05,Chicken Little,150000000.00 ,135386665.00,310043823.00
80,5-May-06,Mission: Impossible III,150000000.00 ,133501348.00,397501348.00
81,15-May-09,Angels & Demons,150000000.00 ,133375846.00,490875846.00
82,14-May-04,Troy,150000000.00 ,133298577.00,484161265.00
83,1-Jul-10,The Last Airbender,150000000.00 ,131772187.00,319713881.00
84,2-Nov-07,Bee Movie,150000000.00 ,126631277.00,287594577.00
85,24-Jul-09,G-Force,150000000.00 ,119436770.00,292817841.00
86,21-Nov-08,Bolt,150000000.00 ,114053579.00,328015029.00
87,30-Mar-12,Wrath of the Titans,150000000.00 ,83670083.00,305270083.00
88,16-Nov-07,Beowulf,150000000.00 ,82280579.00,195080579.00
89,11-May-12,Dark Shadows,150000000.00 ,79727149.00,238202668.00
90,28-Jun-13,White House Down,150000000.00 ,73103784.00,205440387.00
91,12-Feb-10,The Wolfman,150000000.00 ,62189884.00,142634358.00
92,17-Feb-17,The Great Wall,150000000.00 ,45157105.00,334486852.00
93,9-Oct-15,Pan,150000000.00 ,35088320.00,151525973.00
94,11-Mar-11,Mars Needs Moms,150000000.00 ,21392758.00,39549758.00
95,31-Dec-20,Moonfall,150000000.00 ,0.00,0.00
96,3-Nov-06,Flushed Away,149000000.00 ,64665672.00,179357126.00
97,8-Jun-12,Madagascar 3: Europe's Most Wanted,145000000.00 ,216391482.00,746921271.00
98,16-Dec-11,Mission: ImpossibleâGhost Protocol,145000000.00 ,209397903.00,694713230.00
99,13-Jun-14,How to Train Your Dragon 2,145000000.00 ,177002924.00,614586270.00
100,16-Jun-99,Tarzan,145000000.00 ,171091819.00,448191819.00
1,7-Mar-14,Mr. Peabody & Sherman,145000000.00 ,111506430.00,269806430.00
2,21-Nov-12,Rise of the Guardians,145000000.00 ,103412758.00,306900902.00
3,8-Apr-05,Sahara,145000000.00 ,68671925.00,121671925.00
4,15-Jul-16,Ghostbusters,144000000.00 ,128350574.00,229008658.00
5,22-Nov-02,Die Another Day,142000000.00 ,160942139.00,431942139.00
6,9-Jul-03,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.00 ,305411224.00,634954103.00
7,8-May-09,Star Trek,140000000.00 ,257730019.00,386839614.00
8,1-Jul-98,Armageddon,140000000.00 ,201578182.00,554600000.00
9,3-Jul-02,Men in Black 2,140000000.00 ,190418803.00,441767803.00
10,22-Jul-11,Captain America: The First Avenger,140000000.00 ,176654505.00,370569776.00
11,29-Jan-16,Kung Fu Panda 3,140000000.00 ,143528619.00,517599142.00
12,10-Jul-98,Lethal Weapon 4,140000000.00 ,130444603.00,285400000.00
13,27-Mar-13,G.I. Joe: Retaliation,140000000.00 ,122523060.00,375740705.00
14,5-Dec-03,The Last Samurai,140000000.00 ,111110575.00,456810575.00
15,21-Dec-05,Fun With Dick And Jane,140000000.00 ,110550000.00,203018919.00
16,12-Dec-14,Exodus: Gods and Kings,140000000.00 ,65014513.00,268314513.00
17,1-Jul-16,The BFG,140000000.00 ,55483770.00,199646680.00
18,26-Feb-16,Gods of Egypt,140000000.00 ,31153464.00,138836756.00
19,3-May-02,Spider-Man,139000000.00 ,403706375.00,821706375.00
20,6-Mar-09,Watchmen,138000000.00 ,107509799.00,186976250.00
21,29-Jul-05,Stealth,138000000.00 ,32116746.00,76416746.00
22,13-Jun-08,The Incredible Hulk,137500000.00 ,134806913.00,265573859.00
23,20-Jun-03,Hulk,137000000.00 ,132177234.00,245075434.00
24,11-Jul-01,Final Fantasy: The Spirits Within,137000000.00 ,32131830.00,85131830.00
25,16-Nov-12,"The Twilight Saga: Breaking Dawn, Part 2",136200000.00 ,292324737.00,829724737.00
26,22-Mar-13,The Croods,135000000.00 ,187168425.00,573068425.00
27,25-Dec-15,The Revenant,135000000.00 ,183637894.00,532938302.00
28,19-Nov-99,The World is Not Enough,135000000.00 ,126930660.00,361730660.00
29,4-Mar-11,Rango,135000000.00 ,123477607.00,245724600.00
30,14-Nov-03,Master and Commander: The Far Side of the World,135000000.00 ,93926386.00,212912137.00
31,17-Jul-13,Turbo,135000000.00 ,83028130.00,286896578.00
32,3-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.00 ,82051601.00,245328374.00
33,18-Nov-11,Happy Feet Two,135000000.00 ,64006466.00,157956466.00
34,28-Jul-06,Miami Vice,135000000.00 ,63478838.00,163818556.00
35,2-Nov-18,The Nutcracker and the Four Realms,132900000.00 ,54858851.00,170293899.00
36,29-Jun-05,War of the Worlds,132000000.00 ,234280354.00,606836535.00
37,26-Nov-14,Penguins of Madagascar,132000000.00 ,83350911.00,366942531.00
38,22-Nov-13,The Hunger Games: Catching Fire,130000000.00 ,424668047.00,864868047.00
39,4-Jun-04,Harry Potter and the Prisoner of Azkaban,130000000.00 ,249757726.00,796907323.00
40,3-Aug-07,The Bourne Ultimatum,130000000.00 ,227471070.00,444043396.00
41,6-Jul-18,Ant-Man and the Wasp,130000000.00 ,216648740.00,623144660.00
42,6-Jun-08,Kung Fu Panda,130000000.00 ,215434591.00,631910531.00
43,17-Jul-15,Ant-Man,130000000.00 ,180202163.00,518858449.00
44,27-Mar-15,Home,130000000.00 ,177397510.00,385997896.00
45,19-Dec-18,Mary Poppins Returns,130000000.00 ,171958438.00,341528518.00
46,28-Oct-11,Puss in Boots,130000000.00 ,149260504.00,554987477.00
47,5-Nov-10,Megamind,130000000.00 ,148415853.00,321887208.00
48,18-Jul-03,Bad Boys II,130000000.00 ,138540870.00,273271982.00
49,11-Apr-14,Rio 2,130000000.00 ,131538435.00,492846291.00
50,23-Jul-10,Salt,130000000.00 ,118311368.00,290650494.00
51,28-Mar-14,Noah,130000000.00 ,101200044.00,352831065.00
52,21-Dec-11,The Adventures of Tintin,130000000.00 ,77591831.00,373993951.00
53,31-May-13,After Earth,130000000.00 ,60522097.00,251499665.00
54,26-Nov-08,Australia,130000000.00 ,49554002.00,215080810.00
55,19-Jul-13,R.I.P.D.,130000000.00 ,33618855.00,79076678.00
56,22-Feb-19,How to Train Your Dragon: The Hidden World,129000000.00 ,160791800.00,519258283.00
57,18-Nov-11,"The Twilight Saga: Breaking Dawn, Part 1",127500000.00 ,281287133.00,689420051.00
58,19-May-00,Dinosaur,127500000.00 ,137748063.00,356148063.00
59,3-Mar-17,Logan,127000000.00 ,226277068.00,615461394.00
60,19-Dec-14,Night at the Museum: Secret of the Tomb,127000000.00 ,113746621.00,353756621.00
61,15-Jul-11,Harry Potter and the Deathly Hallows: Part II,125000000.00 ,381193157.00,1341693157.00
62,21-Nov-14,The Hunger Games: Mockingjay - Part 1,125000000.00 ,337135885.00,766575131.00
63,16-Nov-01,Harry Potter and the Sorcererâs Stone,125000000.00 ,317871467.00,975047606.00
64,19-Nov-10,Harry Potter and the Deathly Hallows: Part I,125000000.00 ,296131568.00,960431568.00
65,19-May-06,The Da Vinci Code,125000000.00 ,217536138.00,767820459.00
66,2-May-03,X-Men 2,125000000.00 ,214949694.00,406875536.00
67,29-Apr-11,Fast Five,125000000.00 ,210031325.00,630163454.00
68,8-Aug-14,Teenage Mutant Ninja Turtles,125000000.00 ,191204754.00,485004754.00
69,16-Dec-11,Sherlock Holmes: A Game of Shadows,125000000.00 ,186848418.00,535663443.00
70,28-May-04,The Day After Tomorrow,125000000.00 ,186740799.00,556319450.00
71,31-Mar-17,The Boss Baby,125000000.00 ,175003033.00,510878762.00
72,1-Apr-10,Clash of the Titans,125000000.00 ,163214888.00,493214888.00
73,4-Nov-16,Trolls,125000000.00 ,153707064.00,344150134.00
74,19-May-98,Godzilla,125000000.00 ,136314294.00,376000000.00
75,8-Jun-12,Prometheus,125000000.00 ,126477084.00,402448265.00
76,10-Aug-12,The Bourne Legacy,125000000.00 ,113203870.00,280355920.00
77,20-Jun-97,Batman & Robin,125000000.00 ,107325195.00,238317814.00
78,13-Jul-18,Skyscraper,125000000.00 ,68420120.00,304115534.00
79,3-Aug-12,Total Recall,125000000.00 ,58877969.00,211856088.00
80,21-Dec-16,Assassinâs Creed,125000000.00 ,54647948.00,240759682.00
81,13-Jan-17,Monster Trucks,125000000.00 ,33370166.00,61642798.00
82,27-Aug-99,The 13th Warrior,125000000.00 ,32698899.00,61698899.00
83,17-Nov-00,How the Grinch Stole Christmas,123000000.00 ,260044825.00,345141403.00
84,24-May-00,Mission: Impossible 2,120000000.00 ,215409889.00,549588516.00
85,30-Jun-00,The Perfect Storm,120000000.00 ,182618434.00,328711434.00
86,29-Jul-16,Jason Bourne,120000000.00 ,162192920.00,416168316.00
87,15-Jun-07,Fantastic Four: Rise of the Silver Surfer,120000000.00 ,131921738.00,289480691.00
88,21-Nov-12,Life of Pi,120000000.00 ,124987022.00,620912003.00
89,16-Feb-07,Ghost Rider,120000000.00 ,115802596.00,229545589.00
90,13-Apr-18,Rampage,120000000.00 ,101028233.00,428056280.00
91,27-Jun-03,Charlie's Angels: Full Throttle,120000000.00 ,100814328.00,227200000.00
92,9-Aug-13,Elysium,120000000.00 ,93050117.00,286192091.00
93,19-Apr-13,Oblivion,120000000.00 ,89107235.00,287916633.00
94,24-Mar-17,Power Rangers,120000000.00 ,85364450.00,142531552.00
95,19-Jul-02,Stuart Little 2,120000000.00 ,64956806.00,166000000.00
96,12-Feb-14,RoboCop,120000000.00 ,58607007.00,242981799.00
97,11-Jun-04,The Chronicles of Riddick,120000000.00 ,57712751.00,107212751.00
98,7-Aug-15,Fantastic Four,120000000.00 ,56117548.00,167849187.00
99,9-May-08,Speed Racer,120000000.00 ,43945766.00,93394462.00
100,22-Jul-05,The Island,120000000.00 ,35818913.00,163018913.00
1,17-Dec-10,How Do You Know?,120000000.00 ,30212620.00,49628177.00
2,23-Jun-10,Knight and Day,117000000.00 ,76423035.00,258751370.00
3,5-Oct-18,Venom,116000000.00 ,213511408.00,853628605.00
4,19-May-99,Star Wars Ep. I: The Phantom Menace,115000000.00 ,474544677.00,1027044677.00
5,19-May-05,Star Wars Ep. III: Revenge of the Sith,115000000.00 ,380270577.00,848998877.00
6,16-May-02,Star Wars Ep. II: Attack of the Clones,115000000.00 ,310676740.00,656695615.00
7,2-Nov-01,"Monsters, Inc.",115000000.00 ,289423425.00,559757719.00
8,26-Jul-13,The Wolverine,115000000.00 ,132556852.00,416456852.00
9,7-Feb-97,Dante's Peak,115000000.00 ,67163857.00,178200000.00
10,22-Apr-16,The Huntsman: Winterâs War,115000000.00 ,48003015.00,165149302.00
11,14-Jun-02,Windtalkers,115000000.00 ,40914068.00,77628265.00
12,4-Jul-08,AstÃ©rix aux Jeux Olympiques,113500000.00 ,999811.00,132999811.00
13,25-Dec-10,Gulliver's Travels,112000000.00 ,42779261.00,232017848.00
14,15-Dec-17,Ferdinand,111000000.00 ,84410380.00,289847930.00
15,18-May-18,Deadpool 2,110000000.00 ,324591735.00,786680557.00
16,4-Oct-13,Gravity,110000000.00 ,274092705.00,693698673.00
17,22-Dec-06,Night at the Museum,110000000.00 ,250863268.00,579446407.00
18,10-Jun-05,Mr. and Mrs. Smith,110000000.00 ,186336279.00,486124090.00
19,29-May-15,San Andreas,110000000.00 ,155190832.00,456258539.00
20,29-Jul-11,The Smurfs,110000000.00 ,142614158.00,563749323.00
21,27-Jun-07,Live Free or Die Hard,110000000.00 ,134529403.00,382288147.00
22,20-Mar-15,The Divergent Series: Insurgent,110000000.00 ,130179072.00,295075882.00
23,10-Dec-04,Ocean's Twelve,110000000.00 ,125531634.00,362989076.00
24,19-Dec-97,Tomorrow Never Dies,110000000.00 ,125304276.00,339504276.00
25,28-Jun-00,The Patriot,110000000.00 ,113330342.00,215300000.00
26,7-Mar-14,300: Rise of an Empire,110000000.00 ,106580051.00,330780051.00
27,17-Dec-04,The Aviator,110000000.00 ,102608827.00,208370892.00
28,21-Dec-16,Passengers,110000000.00 ,100014699.00,302239672.00
29,14-Jan-11,The Green Hornet,110000000.00 ,98780042.00,229155503.00
30,30-Sep-16,Miss Peregrineâs Home for Peculiar Children,110000000.00 ,87242834.00,295986876.00
31,7-Oct-11,Real Steel,110000000.00 ,85463309.00,263880341.00
32,11-Jun-10,The A-Team,110000000.00 ,77222099.00,177241171.00
33,31-Jul-13,The Smurfs 2,110000000.00 ,71017784.00,348547523.00
34,18-Mar-16,The Divergent Series: Allegiant,110000000.00 ,66184051.00,172022517.00
35,12-Jun-09,The Taking of Pelham 123,110000000.00 ,65452312.00,152364370.00
36,1-Nov-13,Ender's Game,110000000.00 ,61737191.00,127983283.00
37,2-Apr-04,Home on the Range,110000000.00 ,50026353.00,76482461.00
38,13-Jun-97,Speed 2: Cruise Control,110000000.00 ,48097081.00,150468000.00
39,6-May-05,Kingdom of Heaven,110000000.00 ,47398413.00,218853353.00
40,31-Mar-17,Ghost in the Shell,110000000.00 ,40563557.00,167910690.00
41,16-Jun-04,Around the World in 80 Days,110000000.00 ,24004159.00,72004159.00
42,14-Jun-19,Men in Black: International,110000000.00 ,3100000.00,3100000.00
43,19-Dec-01,The Lord of the Rings: The Fellowship of the Ring,109000000.00 ,315544750.00,887210985.00
44,21-Nov-03,The Cat in the Hat,109000000.00 ,101018283.00,133818283.00
45,25-Dec-01,Ali,109000000.00 ,58183966.00,87683966.00
46,2-Oct-15,The Martian,108000000.00 ,228433663.00,655271443.00
47,23-Nov-16,Allied,106000000.00 ,40098064.00,119266661.00
48,16-Jul-04,"I, Robot",105000000.00 ,144801023.00,348629585.00
49,17-Dec-99,Stuart Little,105000000.00 ,140015224.00,298815224.00
